id,code,question,answer,prediction,accuracy,completeness,relevance,clarity
q2206,def slugify s max length None s ustr s if slugify lib try return slugify lib slugify s max length max length except Type Error passuni unicodedata normalize 'NFKD' s encode 'ascii' 'ignore' decode 'ascii' slug str re sub '[\\W ]' '' uni strip lower slug str re sub '[-\\s]+' '-' slug str return slug str[ max length],Where can a slug be used ?,in a url path,URL Path,3.0,3.0,3.0,3.0
q2207,def xml to unicode raw verbose False strip encoding pats False resolve entities False assume utf 8 False if not raw return u'' None raw encoding detect xml encoding raw verbose verbose assume utf 8 assume utf 8 if not isinstance raw unicode raw raw decode encoding u'replace' if strip encoding pats raw strip encoding declarations raw if resolve entities raw substitute entites raw return raw encoding,What do conversion of byte string force ?,to unicode,EEG signal.,1.0,1.0,1.0,2.0
q2208,@cleanupdef test violin point mass plt violinplot np array [0 0],What should violin plot handle gracefully ?,point mass pdf,Gracefully handle point mass PDF.,3.0,3.0,3.0,3.0
q2209,def benchmark scale 1 overall Result {}byte Count 1024 buffered Deferred benchmark Buffered byte Count * scale def did Buffered buffered Result overall Result[u'buffered'] buffered Resultunbuffered Deferred benchmark Unbuffered byte Count * scale def did Unbuffered unbuffered Result overall Result[u'unbuffered'] unbuffered Resultreturn overall Resultunbuffered Deferred add Callback did Unbuffered return unbuffered Deferredbuffered Deferred add Callback did Buffered return buffered Deferred,Does a protocol use the buffering mixin ?,No,Yes,1.0,1.0,2.0,3.0
q2210,def define nrt incref module atomic incr fn incref module get or insert function incref decref ty name 'NRT incref' builder ir IR Builder fn incref append basic block [ptr] fn incref argsis null builder icmp unsigned ' ' ptr cgutils get null value ptr type with cgutils if unlikely builder is null builder ret void if debug print cgutils printf builder '***NRT Incref%zu[%p]\n' builder load ptr ptr builder call atomic incr [builder bitcast ptr atomic incr args[ 0 ] type ] builder ret void,Where do nrt_incref implement ?,in the module,LLVM atomic incr function,2.0,2.0,2.0,3.0
q2211,def add items fs items set db items create or resurrect db item parent items []new items []db items set set db items items to delete db items set - fs items set items to create fs items set - db items set for name in items to delete db items[name] makeobsolete for name in db items set - items to delete items append db items[name] for name in items to create item create or resurrect db item name items append item new items append item try item save except Exception logging exception ' Errorwhileadding%s' item return items new items,For what purpose does the code make the database items ?,to correspond to the filesystem,The code makes database items for corresponding filesystem items and adds them to a widget.,2.0,2.0,3.0,2.0
q2212,def natsort Key string return [ int s if s isdigit else s for s in re split ' \\d+ ' string ],Does the code see URL ?,Yes,"Yes, it does see the URL.",1.0,1.0,3.0,3.0
q2213,@builtin u' Upper-casetext ignoretags ' upper apply func to html text def replace uppercase ignore tags match number file name metadata dictionaries data functions *args **kwargs return apply func to html text match upper,Does the code make matched text upper case ?,Yes,No.,1.0,1.0,3.0,3.0
q2214,def debug on error type value tb traceback print exc type value tb printpdb pm,Where did heller publish ?,in python cookbook,Heller published in Python Cookbook.,3.0,3.0,3.0,3.0
q2215,def Read Into Object buff index value obj length 0 raw data value obj Get Raw Data count 0for encoded tag encoded length encoded field in Split Buffer buff index index length length type info obj value obj type infos by encoded tag get encoded tag wire format encoded tag encoded length encoded field if type info obj is None raw data[count] None wire format None count + 1elif type info obj class is Proto List value obj Get type info obj name wrapped list append None wire format else raw data[type info obj name] None wire format type info obj value obj Set Raw Data raw data,Till when does all tags read ?,until the next end group and store in the value_obj,All tags are read until the next end group and stored in the value_obj.,3.0,3.0,3.0,3.0
q2216,"def test makereport getsource dynamic code testdir monkeypatch import inspectoriginal findsource inspect findsourcedef findsource obj *args **kwargs if obj name 'foo' raise Index Error return original findsource obj *args **kwargs monkeypatch setattr inspect 'findsource' findsource testdir makepyfile '\nimportpytest\n\n@pytest fixture\ndeffoo missing \npass\n\ndeftest fix foo \nassert False\n' result testdir runpytest '-vv' assert 'INTERNALERROR' not in result stdout str result stdout fnmatch lines ['*test fix*' ""*fixture*'missing'*notfound*""]",Does dynamically generated code break getting the source line ?,No,"No, not necessarily.",3.0,3.0,3.0,3.0
q2217,def publish doctree source source path None source class io String Input reader None reader name 'standalone' parser None parser name 'restructuredtext' settings None settings spec None settings overrides None config section None enable exit status False pub Publisher reader reader parser parser writer None settings settings source class source class destination class io Null Output pub set components reader name parser name 'null' pub process programmatic settings settings spec settings overrides config section pub set source source source path pub set destination None None output pub publish enable exit status enable exit status return pub document,For what purpose did the code run a publisher ?,for programmatic use with string i / o,Programmatic use with string I/O,3.0,3.0,3.0,3.0
q2218,def net recv object sock timeout 60 try endtime time time + timeout data ''d len int sock recv 10 while len data < d len sock settimeout endtime - time time data + sock recv d len - len data data pickle loads data return dataexcept socket timeout Value Error as e raise error Net Communication Error ' Failedtoreceivepythonobjectoverthenetwork ',What receives over network ?,python object,Python object.,3.0,3.0,3.0,3.0
q2219,def bridge has instance port bridge is instance port lambda p not is trunk service port p return bridge has port bridge is instance port,Does an ovs port have bridge or patch ports prefix ?,No,Code,1.0,1.0,1.0,2.0
q2220,def define nrt decref module atomic decr fn decref module get or insert function incref decref ty name 'NRT decref' calldtor module add function ir Function Type ir Void Type [ pointer type] name 'NRT Mem Info call dtor' builder ir IR Builder fn decref append basic block [ptr] fn decref argsis null builder icmp unsigned ' ' ptr cgutils get null value ptr type with cgutils if unlikely builder is null builder ret void if debug print cgutils printf builder '***NRT Decref%zu[%p]\n' builder load ptr ptr newrefct builder call atomic decr [builder bitcast ptr atomic decr args[ 0 ] type ] refct eq 0 builder icmp unsigned ' ' newrefct ir Constant newrefct type 0 with cgutils if unlikely builder refct eq 0 builder call calldtor [ptr] builder ret void,Where do nrt_decref implement ?,in the module,Module.,2.0,2.0,3.0,3.0
q2221,def snapshot metadata delete context snapshot id key IMPL snapshot metadata delete context snapshot id key,What does the code delete ?,the given metadata item,The code deletes metadata from a specific snapshot ID.,2.0,2.0,3.0,3.0
q2222,def get user project permissions user project cache 'user' membership get user project membership user project cache cache is member membership is not None is admin is member and membership is admin return calculate permissions is authenticated user is authenticated is superuser user is superuser is member is member is admin is admin role permissions get membership permissions membership anon permissions project anon permissions public permissions project public permissions,Do memberships reuse the existing data in cache ?,Yes,Yes,3.0,3.0,3.0,3.0
q2223,def test ast bad get cant compile u' get ' cant compile u' get 1 ',Do ast compile invalid get ?,No,Invalid,1.0,1.0,2.0,2.0
q2224,def engine from config configuration prefix 'sqlalchemy ' **kwargs options dict key[len prefix ] configuration[key] for key in configuration if key startswith prefix options[' coerce config'] Trueoptions update kwargs url options pop 'url' return create engine url **options,Does the code create a new engine instance using a configuration dictionary ?,Yes,Yes,3.0,3.0,3.0,3.0
q2225,def test oldstyle getattr class C def getattr self name return globals [name]a C,When do we nt access ?,while creating an old style class,"The answer is ""oldstyle getattr"".",2.0,2.0,2.0,2.0
q2226,@require admin contextdef cluster destroy context id query cluster query context id id query query filter models Cluster num hosts 0 result query update models Cluster delete values synchronize session False if not result cluster get context id id raise exception Cluster Has Hosts id id,Do it have hosts ?,No,No hosts,3.0,3.0,3.0,3.0
q2227,def skip If No Executable executable with open os devnull u'w' as fnull try res subprocess call executable stdout fnull stderr fnull except OS Error res Noneif res is None return unittest skip u'{ 0 }executablenotfound' format executable return lambda func func,How do executable run to make sure its in the path ?,with subprocess,"To ensure an executable is in the PATH, you can run it with subprocess.",3.0,2.0,3.0,3.0
q2228,def main django setup ip addr raw input ' Enter I Paddress ' test rtr 1 Network Device device name 'test-rtr 1 ' device type 'cisco ios' ip address ip addr port 5022 test rtr 1 save test rtr 2 Network Device objects get or create device name 'test-rtr 2 ' device type 'cisco ios' ip address ip addr port 5122 printdevices Network Device objects all for a device in devices print a deviceprint,Where does the code create two new test networkdevices ?,in the database,In memory.,1.0,1.0,2.0,3.0
q2229,def save processed files path processed files try path dir os path dirname path if not os path exists path dir os makedirs path dir except OS Error as exc raise IO Error exc with open path 'w' as output file for path timestamp in list processed files items if not os path isabs path raise Type Error ' Onlyabsolutepathsareacceptable %s' % path output file write '%s%i\n' % path timestamp,For what purpose does the code persist the code ?,so that they can be loaded later and applied to another : class :~ stem,Stores processed files for later use,2.0,2.0,3.0,3.0
q2230,def build desired iface config module module custom desired config {'addr family' None 'auto' True 'config' {} 'name' module params get 'name' }for attr in ['slaves' 'mode' 'xmit hash policy' 'miimon' 'lacp rate' 'lacp bypass allow' 'lacp bypass period' 'lacp bypass all active' 'min links'] build bond attr module attr build addr method module build address module build vids module build pvid module build alias name module build vrr module for attr in ['mtu' 'mstpctl portnetwork' 'mstpctl portadminedgemstpctl bpduguard' 'clag id' 'lacp bypass priority'] build generic attr module attr,What did the code build ?,ifupdown2 compatible hash,The code built a bond interface configuration module.,2.0,2.0,3.0,3.0
q2231,def disallowed in before trading start exception def decorator method @wraps method def wrapped method self *args **kwargs if self in before trading start raise exceptionreturn method self *args **kwargs return wrapped methodreturn decorator,Can api methods be called within tradingalgorithm ?,No,Yes,1.0,1.0,2.0,3.0
q2232,def one one in books book id val map db field *args if book id val map sequence sqlite datetime v k for k v in book id val map iteritems db executemany u'UPDAT Ebooks SET%s ?WHER Eid ?' % field metadata[u'column'] sequence field table book col map update book id val map return set book id val map,Where did the code set a one - one field ?,in the books table,The code sets a one-to-one field in the books table.,3.0,3.0,3.0,3.0
q2233,def sm backend conf get context sm backend conf id return IMPL sm backend conf get context sm backend conf id,Does the code get a specific sm backend config ?,Yes,Yes.,3.0,3.0,3.0,3.0
q2234,"def Extract Important Environment output of set envvars to save 'goma *' 'include' 'lib' 'libpath' 'path' 'pathext' 'systemroot' 'temp' 'tmp' env {}if output of set count ' ' 0 raise Exception ' Invalidoutput of set Valueis \n%s' % output of set for line in output of set splitlines for envvar in envvars to save if re match envvar + ' ' line lower var setting line split ' ' 1 if envvar 'path' setting os path dirname sys executable + os pathsep + setting env[var upper ] settingbreakfor required in 'SYSTEMROOT' 'TEMP' 'TMP' if required not in env raise Exception ' Environmentvariable""%s""requiredtobesettovalidpath' % required return env",In which direction did the toolchain run by the cmd ?,from a textual dump output,Command-line,1.0,1.0,2.0,2.0
q2235,def bfs predecessors G source for s t in bfs edges G source yield t s,Where does an iterator of predecessors return from source ?,in breadth - first - search,Predecessor iterator returns from source.,2.0,2.0,3.0,2.0
q2236,def clean win chars string import urllibif hasattr urllib 'quote' quote urllib quoteelse import urllib parsequote urllib parse quotefor char in '<' '>' ' ' ' ' '\\' string string replace char quote char return string,Can windows encode some characters in filename ?,No,Yes,1.0,1.0,3.0,3.0
q2237,def html escape s if s is None return ''if not isinstance s basestring if hasattr s ' unicode ' s unicode s else s str s s cgi escape s True if isinstance s unicode s s encode 'ascii' 'xmlcharrefreplace' return s,Do this convert any non - string objects passed into it to strings actually ?,Yes,Yes,3.0,3.0,3.0,3.0
q2238,def before action def before responder or resource if isinstance responder or resource six class types resource responder or resourcefor method in HTTP METHODS responder name 'on ' + method lower try responder getattr resource responder name except Attribute Error passelse if callable responder def let responder responder do before all wrap with before action responder setattr resource responder name do before all let return resourceelse responder responder or resourcedo before one wrap with before action responder return do before onereturn before,When do the given action function execute ?,before * the responder,The given action function executes before the responder and encodes a block for the crawler to respond slowly where the code resource1 is found inside resource2.,1.0,1.0,2.0,2.0
q2239,def archive deleted rows context max rows None return IMPL archive deleted rows context max rows max rows,In which direction does the code move the code to corresponding shadow tables ?,from production tables,Left to right,,,,
q2240,def image comparison baseline images None extensions None tol 0 freetype version None remove text False savefig kwarg None style u'classic' if baseline images is None raise Value Error u'baseline imagesmustbespecified' if extensions is None extensions [u'png' u'pdf' u'svg']if savefig kwarg is None savefig kwarg dict return Image Comparison Decorator baseline images baseline images extensions extensions tol tol freetype version freetype version remove text remove text savefig kwargs savefig kwarg style style,Where did those specify ?,in * baseline_images *,Baseline images,2.0,2.0,3.0,2.0
q2241,def widont html value def replace matchobj return force text '%s&nbsp %s%s' % matchobj groups return re widont html sub replace force text value,For what purpose does the code add an html non - breaking space between the final two words at the end of block level tags ?,"to avoid "" widowed "" words",Avoids 'widowed' words.,3.0,2.0,3.0,3.0
q2242,def warn On Exception func def w *args **kwds try func *args **kwds except print Exc ' Ignoredexception ' return w,What does decorator print ?,a stack trace,Exception,1.0,1.0,2.0,3.0
q2243,"def skip distribution unsupported reason def decorator test method '\n paramtest method Thetestmethodthatshouldbeskipped \n'@wraps test method def wrapper test case *args **kwargs distribution environ get 'FLOCKER ACCEPTANCE DISTRIBUTION' if distribution in unsupported raise Skip Test "" Distributionnotsupported '{distribution}' {reason} "" format distribution distribution reason reason return test method test case *args **kwargs return wrapperreturn decorator",Does the distribution support the operations required by the test ?,No,"No, distribution",3.0,3.0,3.0,3.0
q2244,"def run command in extended path syslog ng sbin dir command params orig path add to path envvar syslog ng sbin dir if not salt utils which command error message "" Unabletoexecutethecommand'{ 0 }' Itisnotinthe PATH "" format command log error error message restore path envvar orig path raise Command Execution Error error message ret run command command options params restore path envvar orig path return ret",Where does the code run the given command ?,in an environment,  Remote host,1.0,1.0,2.0,3.0
q2245,@taskdef mailserver ctx port 1025 cmd 'python-msmtpd-n-c Debugging Serverlocalhost {port}' format port port ctx run bin prefix cmd pty True,What does the code run ?,a smtp test server,Smtp server,2.0,2.0,3.0,3.0
q2246,def with Sentence pass,Who have a sentence which spans multiple lines ?,i,A multi-line sentence,1.0,1.0,2.0,2.0
q2247,def lagrange x w M len x p poly 1 d 0 0 for j in xrange M pt poly 1 d w[j] for k in xrange M if k j continuefac x[j] - x[k] pt * poly 1 d [1 0 - x[k] ] / fac p + ptreturn p,How do polynomial interpolate ?,lagrange,Polynomial interpolation.,2.0,2.0,3.0,2.0
q2248,def timeout Deferred reactor deferred seconds def timed Out Call deferred cancel delayed Time Out Call reactor call Later seconds timed Out Call def cancel Timeout result if delayed Time Out Call active delayed Time Out Call cancel return resultdeferred add Both cancel Timeout return delayed Time Out Call,Does it have a result available within the given amount of time ?,No,Available,1.0,1.0,2.0,2.0
q2249,"def Index Xml For Query kind ancestor props serialized xml []serialized xml append '<datastore-indexkind ""%s""ancestor ""%s"">' % kind 'true' if ancestor else 'false' for name direction in props serialized xml append '<propertyname ""%s""direction ""%s""/>' % name 'asc' if direction ASCENDING else 'desc' serialized xml append '</datastore-index>' return '\n' join serialized xml",For what purpose did the composite index definition need ?,for a query,For Query,2.0,2.0,3.0,2.0
q2250,def filename to title filename if utils is homepage filename return u' Home'return utils filename to title filename,How do a default title generate ?,automatically,Securely generates a default title.,,,,
q2251,"@with setup step runner environ def test steps that match named groups takes them as parameters @step ' Whena ?P<what>\\w+ at"" ?P<city> * ""' def given action named step what city assert equals what 'foreign' assert equals city ' Riode Janeiro' f Feature from string FEATURE 5 feature result f run scenario result feature result scenario results[ 0 ]assert equals len scenario result steps passed 1 assert equals scenario result total steps 1",Who takes them as parameters ?,steps that match named groups,Named groups.,2.0,2.0,3.0,2.0
q2252,"def test docinfo exampledocinfo env metadata['metadata']expecteddocinfo {'author' u' David Goodger' 'authors' [u' Me' u' Myself' u'I'] 'address' u' 123 Example Street\n Example EX Canada\n A 1 B 2 C 3 ' 'fieldname' u' Thisisagenericbibliographicfield ' 'fieldname 2 ' u' Genericbibliographicfieldsmaycontainmultiplebodyelements \n\n Likethis ' 'status' u' Thisisa""workinprogress""' 'version' u' 1 ' 'copyright' u"" Thisdocumenthasbeenplacedinthepublicdomain You\nmaydowithitasyouwish Youmaycopy modify \nredistribute reattribute sell buy rent lease \ndestroy orimproveit quoteitatlength excerpt \nincorporate collate fold staple ormutilateit ordo\nanythingelsetoitthatyouroranyoneelse'sheart\ndesires "" 'contact' u'goodger@python org' 'date' u' 2006 - 05 - 21 ' 'organization' u'humankind' 'revision' u' 4564 '}for key in exampledocinfo yield assert equals exampledocinfo get key expecteddocinfo get key yield assert equals set expecteddocinfo keys set exampledocinfo keys",Where did the docinfo metadata store ?,in the first node of the document,"
First node.",2.0,2.0,3.0,2.0
q2253,def savepoint rollback sid using None get connection using savepoint rollback sid,In which direction does the most recent savepoint roll ?,back,"Hence, back.",3.0,3.0,3.0,2.0
q2254,def copy files to address client username password port local path remote path limit '' log filename None verbose False timeout 600 interface None if client 'scp' scp to remote address port username password local path remote path limit log filename timeout interface interface elif client 'rss' log func Noneif verbose log func logging debugc rss client File Upload Client address port log func c upload local path remote path timeout c close,How do files copy to a remote host ?,using the selected client,Files copy to a remote host using SCP or RSS.,3.0,2.0,3.0,3.0
q2255,def call kw model name args kwargs method getattr type model name if getattr method ' api' None 'model' return call kw model method model args kwargs else return call kw multi method model args kwargs,Where does the code invoke the given method name ?,on the recordset model,Recordset,2.0,2.0,3.0,3.0
q2256,def domain redirect URL c 'admin' args request args vars request vars,Where did the code define ?,in admin module,"Hence, admin module",2.0,2.0,3.0,2.0
q2257,"def cyclic pattern charset charset type None charset []charset + ['ABCDEFGHIJKLMNOPQRSTUVWXYZ']charset + ['abcdefghijklmnopqrstuvwxyz']charset + [' 0123456789 ']if not charset type charset type config Option get 'pattern' if charset type 1 charset[ 1 ] '%$- ' + re sub '[sn]' '' charset[ 1 ] charset[ 2 ] 'sn ' + charset[ 2 ] if charset type 2 charset + [' ""#$%&\\ *+ - / < >?@[]^ { }~']mixed charset mixed ''k 0while True for i in range 0 len charset mixed + charset[i][k k + 1 ]if not mixed breakmixed charset + mixedmixed ''k + 1return mixed charset",How does pattern arg ?,cyclic,"The `pattern` argument is used as a cyclic pattern charset, which means that it will be repeated as necessary to generate the desired output. The code decodes the input based on the provided pattern, which is a JSON string. A view parses a JSON string to extract the relevant information.",2.0,2.0,2.0,2.0
q2258,def mkdirs path share 'C$' conn None host None username None password None if conn is None conn get conn host username password if conn is False return Falsecomps path split '/' pos 1for comp in comps cwd '\\' join comps[ 0 pos] try conn list Path share cwd except smb Session Error smb 3 Session Error as exc log debug ' Exception {0 }' format exc conn create Directory share cwd pos + 1,In which direction should a directory structure on an smb share paths be passed with forward - slash delimiters ?,in,Forward slashes.,3.0,2.0,3.0,3.0
q2259,def send schedule change email session name link message settings Message Settings query filter by action SESSION SCHEDULE first if not message settings or message settings mail status 1 send email to email action SESSION SCHEDULE subject MAILS[SESSION SCHEDULE]['subject'] format session name session name html MAILS[SESSION SCHEDULE]['message'] format email str email session name str session name link link,When do schedule change send ?,in session,Session schedule change email send.,2.0,2.0,3.0,2.0
q2260,def vprint expr **settings outstr vsprint expr **settings from sympy core compatibility import builtinsif outstr ' None' builtins outstrprint outstr,Where did expressions generate ?,in the sympy,"
SymPy",2.0,2.0,3.0,2.0
q2261,def describe data data items Ordered Dict if data is None return itemsif isinstance data Sql Table items[' Datainstances'] data approx len else items[' Datainstances'] len data items update describe domain data domain return items,What do ordereddict describing the data description contain ?,"keys "" data instances "" and "" features """,OrderedDict containing 'data instances' and 'features'.,3.0,3.0,3.0,3.0
q2262,@register filterdef break long headers header if len header > 160 and u' ' in header header mark safe u'<br>' + u' <br>' join header split u' ' return header,How does headers break when possible ?,longer than 160 characters,  Header breaks long headers,2.0,2.0,2.0,2.0
q2263,def get command regexp prefix command prefix re sub u' \\s ' u'\\\\\\ 1 ' prefix pattern u'\n ? {prefix} {command} # Commandasgroup 1 \n ? \\s+# Whitespacetoendcommand \n # Restofthelineasgroup 2 \n ? \\S+ ?# Parameters 1 - 4 asgroups 3 - 6 \n ? \\s+ \\S+ ?\n ? \\s+ \\S+ ?\n ? \\s+ \\S+ ?\n *# Acceptanythingaftertheparameters \n# Leaveituptothemoduletoparse\n#theline \n ?# Group 2 mustbe None ifthereareno\n#parameters \n$# Eo L sotherearenopartialmatches \n' format prefix prefix command command return re compile pattern re IGNORECASE re VERBOSE,What implements the command ?,a compiled regexp object,The regexp object,2.0,2.0,3.0,2.0
q2264,def normalize image location for db image data if 'locations' not in image data and 'location data' not in image data image data['locations'] Nonereturn image datalocations image data pop 'locations' [] location data image data pop 'location data' [] location data dict {}for l in locations location data dict[l] {}for l in location data location data dict[l['url']] {'metadata' l['metadata'] 'status' l['status'] 'id' l['id'] if 'id' in l else None }ordered keys locations[ ]for ld in location data if ld['url'] not in ordered keys ordered keys append ld['url'] location data []for loc in ordered keys data location data dict[loc]if data location data append {'url' loc 'metadata' data['metadata'] 'status' data['status'] 'id' data['id']} else location data append {'url' loc 'metadata' {} 'status' 'active' 'id' None} image data['locations'] location datareturn image data,In which direction does the image_data values dictionary flow ?,over the wire between the registry and api servers,Inbound,1.0,1.0,2.0,2.0
q2265,def get field with path model name return remote proxy attr True path []if isinstance name string types current model modelvalue Nonefor attribute in name split ' ' value getattr current model attribute if is association proxy value relation values value attrif return remote proxy attr value value remote attrelse relation values [value]for relation value in relation values if is relationship relation value current model relation value property mapper class table current model table if need join model table path append relation value attr valueelse attr nameif isinstance attr Instrumented Attribute or is association proxy attr columns get columns for field attr if len columns > 1 raise Exception ' Canonlyhandleonecolumnfor%s' % name column columns[ 0 ]if need join model column table path append column table return attr path,How does the code resolve property ?,by name,"Resolves a property by name, i.e., the object's attribute with the specified name.",3.0,3.0,3.0,3.0
q2266,def test sun from funcs import get sunnorthern summer solstice Time u' 2010 - 6 - 21 ' northern winter solstice Time u' 2010 - 12 - 21 ' equinox 1 Time u' 2010 - 3 - 21 ' equinox 2 Time u' 2010 - 9 - 21 ' gcrs 1 get sun equinox 1 assert np abs gcrs 1 dec deg < 1 gcrs 2 get sun Time [northern summer solstice equinox 2 northern winter solstice] assert np all np abs gcrs 2 dec - [23 5 0 -23 5 ] * u deg < 1 * u deg,How does it behave ?,roughly as it should,It retrieves the current time.,1.0,1.0,1.0,2.0
q2267,def qs for model cls return model cls objects filter created gte date 2011 1 1 extra select {'day' 'extract dayfromcreated ' 'month' 'extract monthfromcreated ' 'year' 'extract yearfromcreated '} values 'year' 'month' 'day' annotate count Count 'created',When did queryset group ?,monthly,Grouped by monthly.,3.0,3.0,3.0,3.0
q2268,def libvlc vlm show media p instance psz name f Cfunctions get 'libvlc vlm show media' None or Cfunction 'libvlc vlm show media' 1 1 string result ctypes c void p Instance ctypes c char p return f p instance psz name,For what purpose do information about the named media return ?,as a json string representation,"
""Returns named media information as a JSON string representation.""",3.0,3.0,3.0,3.0
q2269,def get flow for token csrf token request flow pickle request session get FLOW KEY format csrf token None return None if flow pickle is None else jsonpickle decode flow pickle,Where does the code look the flow to recover information about requested scopes ?,in session,Flow in session,2.0,2.0,3.0,2.0
q2270,def get Away Points points radius away []one Over Overlap Distance 100 0 / radius pixel Dictionary {}for point in points x int point real * one Over Overlap Distance y int point imag * one Over Overlap Distance if not get Square Is Occupied pixel Dictionary x y away append point step Key get Step Key x y pixel Dictionary[step Key] Nonereturn away,Does the code get a path with only the points that are far enough away from each other ?,Yes,"Yes, it gets a path with only points far enough away from each other.",3.0,3.0,3.0,3.0
q2271,def all index generator k 10 all make index funcs [make Int Index make Float Index make String Index make Unicode Index make Date Index make Period Index make Timedelta Index make Bool Index make Categorical Index]for make index func in all make index funcs yield make index func k k,For what purpose can generator be iterated ?,to get instances of all the various index classes,To create instances of various index classes.,3.0,3.0,3.0,3.0
q2272,def check labels sampleids fasta labels sample ids total seq count valid id count 0matches sampleid count 0for label in fasta labels curr label label split ' ' if len curr label 2 continuevalid id count + 1if curr label[ 0 ] in sample ids matches sampleid count + 1total seq count float total seq count valid id count float valid id count matches sampleid count float matches sampleid count perc not valid '% 1 3f' % total seq count - valid id count / total seq count perc nosampleid match '% 1 3f' % total seq count - matches sampleid count / total seq count return perc not valid perc nosampleid match,Do that match sampleids fasta_labels ?,No,Not valid IDs,1.0,1.0,2.0,2.0
q2273,def simple preprocess doc deacc False min len 2 max len 15 tokens [token for token in tokenize doc lower True deacc deacc errors 'ignore' if min len < len token < max len and not token startswith ' ' ]return tokens,What does the code convert into a list of tokens ?,a document,A list of tokens.,2.0,2.0,3.0,2.0
q2274,def check valid naming pattern None multi None anime type None if pattern is None pattern sickrage sr Core sr Config NAMING PATTER Nif anime type is None anime type sickrage sr Core sr Config NAMING ANIM Esickrage sr Core sr Logger debug u' Checkingwhetherthepattern' + pattern + u'isvalid' return validate name pattern multi anime type,In which direction can the name be parsed to its original form for both single and multi episodes ?,back,Backward,3.0,3.0,3.0,3.0
q2275,def check for changes entity type ret existing modified ret['result'] Trueif isinstance existing dict and isinstance modified dict if 'generation' in modified['content'] keys del modified['content']['generation']if 'generation' in existing['content'] keys del existing['content']['generation']if cmp modified['content'] existing['content'] 0 ret['comment'] '{entity type}iscurrentlyenforcedtothedesiredstate Nochangesmade ' format entity type entity type else ret['comment'] '{entity type}wasenforcedtothedesiredstate Note Onlyparametersspecifiedwereenforced Seechangesfordetails ' format entity type entity type ret['changes']['old'] existing['content']ret['changes']['new'] modified['content']elif cmp modified existing 0 ret['comment'] '{entity type}iscurrentlyenforcedtothedesiredstate Nochangesmade ' format entity type entity type else ret['comment'] '{entity type}wasenforcedtothedesiredstate Note Onlyparametersspecifiedwereenforced Seechangesfordetails ' format entity type entity type ret['changes']['old'] existingret['changes']['new'] modifiedreturn ret,What does the code take ?,an existing entity and a modified entity,"
Entities, modified and existing, returned as native objects",2.0,2.0,3.0,2.0
q2276,def process to string to string return [x for x in re split '\\s ' to string if x],What do a string contain ?,email addresses,Strings with no spaces and containing email addresses.,2.0,2.0,3.0,2.0
q2277,"def format navigation links additional languages default lang messages strip indexes False f u'{ 0 } \n ""{ 1 }/archive html"" ""{ 2 [ Archive]}"" \n ""{ 1 }/categories/{ 3 }"" ""{ 2 [ Tags]}"" \n ""{ 1 }/rss xml"" ""{ 2 [RS Sfeed]}"" \n 'pairs []def get msg lang u' Generateasmallermessagesdictwithfallback 'fmsg {}for i in u' Archive' u' Tags' u'RS Sfeed' if messages[lang][i] fmsg[i] messages[lang][i]else fmsg[i] ireturn fmsgif strip indexes index html u''else index html u'index html'pairs append f format u'DEFAULT LANG' u'' get msg default lang index html for l in additional languages pairs append f format json dumps l ensure ascii False u'/' + l get msg l index html return u'{{\n{ 0 }\n}}' format u'\n\n' join pairs",For what purpose does the code return the string ?,to configure navigation_links,"It returns a string to configure navigation_links for multiple languages supported by the application, generating a dictionary with fallback messages for each language and deleting the language code from the language pack if it exists.",2.0,2.0,3.0,2.0
q2278,def dtype to recformat dtype if not isinstance dtype np dtype dtype np dtype dtype kind dtype base kindif kind in 'U' 'S' recformat kind 'a'else itemsize dtype base itemsizerecformat kind + str itemsize return recformat kind dtype,How have by pyfits been used the two character numpy format codes ?,traditionally,The two character numpy format codes used by pyfits are 'a' and 'A'.,1.0,1.0,2.0,2.0
q2279,def execute func args msg None verbose 0 dry run 0 if msg is None msg '%s%r' % func name args if msg[ -2 ] ' ' msg msg[ 0 -2 ] + ' ' log info msg if not dry run func *args,Does the code perform some action that affects the outside world ?,Yes,"Yes, it logs information.",2.0,2.0,3.0,3.0
q2280,def bind af aware sock addr if HAS UNIX SOCKETS and sock family socket AF UNIX support unlink addr support bind unix socket sock addr else sock bind addr,How do a socket bind ?,according to its family,A socket binds on a host by using a specific address and a family.,2.0,2.0,3.0,2.0
q2281,def Contains Comments node if isinstance node pytree Leaf return node type grammar token COMMENT for child in node children if Contains Comments child return Truereturn False,Where do the list have a comment ?,in it,List has comments.,2.0,2.0,2.0,2.0
q2282,"def generate authors jenkins email 'jenkins@review openstack stackforge org'old authors 'AUTHORS in'new authors 'AUTHORS'git dir get git directory if not os getenv 'SKIP GENERATE AUTHORS' if git dir git log cmd 'git--git-dir ' + git dir + ""log--format '%a N<%a E>' sort-u egrep-v'"" + jenkins email + ""'"" changelog run shell command git log cmd mailmap parse git mailmap git dir with open new authors 'w' as new authors fh new authors fh write canonicalize emails changelog mailmap if os path exists old authors with open old authors 'r' as old authors fh new authors fh write '\n' + old authors fh read else open new authors 'w' close",How do authors create ?,using git commits,Generates changelog using Git commits.,2.0,2.0,3.0,2.0
